TIME(Hrs),Hole (Nos),Depth (m),Spacing(m),Burden (m),Stemming(m),Total Drill (RMT),Explosive(kg),Volume(m3),Powder Factor(kg/m3),Av. CPH,MCPD (kg/D),PPV MON,Seis. Dist. (m),A.O.P (dBL)
13:30:00,28,2.6,3.0,2.5,1.8,111.5,341.68,836.25,0.41,12.2,24.4,0.738,290.0,109.9
13:15:00,68,9.0,3.2,3.0,3.0,532.0,2150.0,5107.2,0.42,31.61,55.61,0.738,430.0,131.4
13:11:00,63,7.8,3.8,3.0,3.0,471.0,1775.0,5369.0,0.33,28.17,56.34,1.14,360.0,124.4
13:13:00,29,11.13,4.2,3.2,3.0,316.0,1650.0,4247.0,0.38,56.89,56.89,1.15,270.0,126.1
13:13:00,41,12.13,4.0,3.5,3.0,517.0,3000.0,7238.0,0.41,73.17,146.34,1.15,365.0,126.1
13:09:00,31,5.0,3.0,3.0,2.5,155.0,575.0,1395.0,0.41,18.54,18.54,2.29,265.0,110.2
13:11:00,34,8.0,3.0,3.0,3.0,272.0,1408.32,2448.0,0.57,41.42,41.42,1.9,270.0,113.2
13:29:00,63,6.5,3.2,2.8,3.0,409.5,1725.0,3669.12,0.47,27.38,27.38,0.714,415.0,125.0
13:16:00,28,12.0,4.2,3.2,3.0,336.0,2250.0,4515.84,0.49,80.35,160.71,0.714,434.0,126.2
13:10:00,34,5.0,3.0,3.0,3.0,170.0,567.12,1530.0,0.37,16.68,33.36,0.945,278.0,115.0
13:08:00,20,7.0,3.0,3.0,3.0,140.0,667.2,1260.0,0.52,33.36,66.72,0.706,285.0,113.1
13:46:00,30,10.0,3.5,3.0,3.0,300.0,1600.0,3150.0,0.51,53.33,53.33,2.15,315.0,119.6
13:45:00,49,9.0,3.2,2.8,3.0,408.0,1200.0,2634.24,0.45,24.49,24.49,1.26,385.0,112.2
13:42:00,34,6.0,3.0,3.0,3.0,204.0,950.0,1836.0,0.51,27.94,27.94,2.06,235.0,106.0
13:15:00,34,5.6,3.0,3.0,3.0,182.0,658.32,1638.0,0.41,19.36,19.36,1.55,310.0,113.7
13:22:00,33,6.7,3.5,2.8,3.0,469.5,950.0,2263.0,0.41,28.78,28.78,0.897,260.0,94.1
13:44:00,53,12.0,3.0,3.0,3.0,636.0,3050.0,5724.0,0.53,57.54,115.09,2.36,287.0,112.6
13:10:00,31,6.0,3.5,3.0,3.0,180.0,775.0,1890.0,0.41,25.0,50.0,1.65,430.0,114.0
13:10:00,73,9.0,4.0,3.0,3.0,598.6,3750.0,7183.0,0.52,51.36,102.73,1.9,370.0,101.7
13:10:00,36,9.0,3.4,2.7,2.5,151.0,500.0,1388.01,0.39,13.88,13.88,1.26,410.0,120.1
13:10:00,36,4.0,3.0,3.0,2.5,144.0,625.0,1296.0,0.48,17.36,17.36,2.04,250.0,97.4
13:10:00,34,5.0,3.0,3.0,2.5,170.0,750.0,1530.0,0.49,22.05,22.05,4.48,310.0,122.0
13:10:00,24,7.0,3.0,3.0,3.0,168.0,800.0,1512.0,0.52,33.33,33.33,4.48,310.0,122.0
13:25:00,58,9.0,3.0,3.0,3.0,356.0,1850.0,3115.0,0.59,31.89,63.79,2.75,390.0,107.6
13:30:00,33,15.0,3.5,3.2,3.0,495.0,3350.0,5544.0,0.6,101.5,203.0,3.56,380.0,110.0
13:13:00,40,6.0,3.2,2.8,3.0,240.0,900.0,2150.4,0.42,22.5,45.0,3.56,350.0,110.0
13:26:00,50,10.0,3.5,3.0,3.0,500.0,2250.0,5250.0,0.42,45.1,90.2,1.47,510.0,107.8
13:10:00,30,9.0,4.0,3.0,3.0,188.5,1125.0,2262.0,0.49,85.53,173.07,1.52,310.0,117.0
13:07:00,21,4.0,3.0,3.0,2.5,84.0,300.0,756.0,0.39,14.28,28.56,1.09,400.0,113.8
13:25:00,15,6.0,3.2,2.8,3.0,90.0,375.0,806.4,0.47,25.0,50.0,0.88,390.0,126.4
13:04:00,11,4.0,3.0,3.0,2.5,44.0,175.0,396.0,0.44,15.9,15.9,1.45,340.0,120.6
13:06:00,31,7.0,3.0,3.0,3.0,217.0,1075.0,1953.0,0.55,34.67,34.67,1.45,330.0,120.6
13:28:00,51,7.8,3.2,2.8,3.0,382.48,1725.0,3427.0,0.5,33.8,67.6,1.8,220.0,101.7
13:10:00,28,9.0,4.0,3.0,3.0,215.6,1275.0,2587.2,0.41,45.53,91.01,1.39,430.0,117.6
13:10:00,87,3.5,3.5,2.7,2.5,348.0,1100.0,3288.6,0.33,12.64,25.28,1.39,450.0,117.6
13:20:00,25,15.0,3.5,3.0,3.0,375.0,1750.0,3937.5,0.44,70.0,140.0,0.76,390.0,100.0
13:24:00,30,12.0,3.2,2.8,3.0,360.0,1950.0,3225.6,0.6,65.0,130.0,2.16,365.0,123.0
13:20:00,63,3.5,2.8,2.6,2.5,220.5,350.0,1605.24,0.22,5.56,11.12,2.29,370.0,121.0
13:08:00,25,7.0,3.0,3.0,3.0,210.0,900.0,4575.0,0.57,36.0,36.0,3.29,310.0,120.9
13:08:00,30,4.5,3.0,3.0,2.5,120.0,425.0,1080.0,0.39,14.16,28.32,4.36,250.0,120.24
13:14:00,71,15.6,3.0,3.0,3.0,714.0,3750.0,6426.0,0.58,52.81,105.62,1.6,470.0,127.9
13:09:00,15,8.0,3.5,3.0,3.0,136.0,625.0,1260.0,0.49,41.66,83.4,1.02,320.0,123.0
13:13:00,28,4.0,3.0,3.0,3.0,112.0,350.0,954.0,0.36,12.5,25.0,1.9,340.0,118.9
13:15:00,40,8.1,3.0,3.0,3.0,370.0,2000.0,3330.0,0.6,50.0,100.0,1.1,410.0,120.0
13:21:00,26,6.11,3.2,2.8,3.0,233.5,1150.0,2092.16,0.55,44.23,44.23,1.52,420.0,110.0
13:16:00,8,15.0,3.5,3.0,3.0,300.0,650.0,1260.0,0.51,81.25,162.5,1.02,350.0,123.0
13:01:00,24,7.0,3.0,3.0,3.0,168.0,800.0,1512.0,0.52,33.33,33.33,1.7,420.0,92.7
13:24:00,36,8.0,4.0,3.0,3.0,288.0,1325.0,2456.0,0.38,36.8,73.11,1.4,370.0,116.0
13:37:00,65,9.0,3.0,3.0,3.0,496.0,2675.0,4469.0,0.59,41.15,82.3,1.02,245.0,121.0
13:55:00,15,5.0,3.0,3.0,3.0,75.0,150.0,675.0,0.22,10.0,20.0,0.63,384.0,129.0
13:50:00,30,9.0,3.2,2.8,3.0,300.0,1750.0,2688.0,0.65,58.33,58.33,1.91,370.0,112.0
13:39:00,70,15.0,3.5,3.2,2.5,1050.0,6150.0,11760.0,0.52,87.86,87.86,3.18,380.0,116.0
13:38:00,26,4.5,3.0,3.0,2.5,117.0,325.0,1053.0,0.3,12.5,25.0,2.16,290.0,112.0
13:10:00,37,8.0,3.0,3.0,3.5,296.0,1450.0,2664.0,0.54,38.92,77.84,0.7,510.0,117.5
13:03:00,20,5.0,3.0,3.0,3.5,100.0,350.0,900.0,0.38,17.5,17.5,0.8,370.0,117.2
13:21:00,48,11.0,4.0,3.0,3.0,528.0,3000.0,6336.0,0.47,62.5,125.0,1.65,360.0,112.0
13:13:00,28,10.0,3.5,3.0,3.0,280.0,1425.0,2940.0,0.48,50.89,101.78,2.41,360.0,123.0
17:12:00,32,9.0,3.5,3.0,3.5,297.0,1525.0,3024.0,0.5,47.65,95.31,1.4,360.0,110.0
17:18:00,40,6.0,3.2,2.8,3.0,240.0,1125.0,2150.4,0.52,28.13,28.13,1.27,340.0,128.0
17:21:00,20,6.0,3.5,3.0,3.0,120.0,500.0,1260.0,0.39,25.0,25.0,5.36,280.0,119.5
17:03:00,31,7.0,3.5,3.0,3.0,217.0,1100.0,2278.0,0.48,35.48,35.48,5.36,310.0,119.5
17:05:00,52,3.5,3.0,3.0,2.0,182.0,515.0,1638.0,0.35,11.05,22.1,0.67,400.0,113.7
13:03:00,75,12.13,2.8,3.0,3.0,926.0,4600.0,7778.4,0.59,61.33,122.66,1.96,540.0,119.7
13:33:00,77,9.0,3.5,3.0,3.0,1095.0,4125.0,11497.5,0.36,53.57,53.57,0.77,490.0,129.4
13:14:00,43,9.0,3.0,3.0,3.0,460.0,125.0,4140.0,0.51,49.41,98.83,0.516,550.0,112.9
13:12:00,45,4.0,3.0,3.0,2.5,180.0,500.0,1620.0,0.3,11.11,22.22,1.82,450.0,85.8
13:20:00,17,5.5,2.5,3.0,2.5,93.5,425.0,981.75,0.43,25.0,30.0,2.41,380.0,117.8
13:59:00,280,12.0,4.0,3.0,3.0,3360.0,19000.0,40320.0,0.47,67.85,135.7,4.6,740.0,99.8
13:19:00,37,4.5,3.5,3.0,2.5,173.9,500.0,1748.0,0.28,13.51,27.02,3.83,280.0,118.2
13:20:00,38,4.5,3.5,3.0,3.0,171.0,500.0,1795.0,0.27,13.15,26.31,1.94,240.0,130.2
13:06:00,37,5.5,3.0,3.0,2.5,203.0,875.0,1831.5,0.47,23.64,47.29,2.41,480.0,117.8
13:07:00,45,8.0,3.0,3.0,3.0,360.0,2000.0,3240.0,0.61,44.44,88.88,1.52,390.0,90.9
13:10:00,170,9.0,3.5,3.0,3.0,1482.0,8552.76,15561.0,0.55,50.31,50.31,1.56,450.0,124.9
13:10:00,97,6.0,3.2,2.8,3.0,582.0,2150.0,5214.72,0.41,22.16,44.32,1.28,380.0,103.9
13:13:00,60,9.0,3.5,3.0,3.0,360.0,2425.0,5670.0,0.42,40.41,80.83,3.87,410.0,124.2
13:14:00,36,8.0,3.5,3.0,3.0,288.0,1500.0,3024.0,0.49,41.66,41.44,9.39,220.0,125.4
13:16:00,25,8.0,3.5,3.0,3.0,200.0,825.0,2100.0,0.39,33.0,33.0,9.09,210.0,119.8
13:16:00,40,4.5,3.0,3.0,2.5,180.0,500.0,1620.0,0.3,12.5,12.5,14.8,220.0,119.7
13:13:00,42,9.0,3.0,3.0,2.5,176.6,300.0,1323.0,0.15,7.14,14.28,3.6,250.0,117.8
13:10:00,40,4.0,3.0,3.0,2.5,160.0,625.0,1400.0,0.43,15.62,31.25,7.85,260.0,130.8
13:03:00,28,9.0,3.3,2.8,2.5,140.0,625.0,1293.6,0.48,22.32,22.32,3.36,310.0,120.1
17:26:00,62,9.0,3.2,3.0,3.0,785.0,5275.0,7536.0,0.68,83.47,83.47,1.14,370.0,121.2
13:02:00,49,9.0,3.0,3.0,3.0,295.0,1075.0,2655.0,0.4,21.93,43.87,1.9,390.0,115.6
13:10:00,44,15.0,4.3,3.2,3.0,660.0,4125.0,9081.6,0.45,93.74,187.5,2.23,430.0,115.9
13:12:00,43,5.0,3.0,3.0,2.5,215.0,875.0,1935.0,0.45,20.34,20.34,2.36,360.0,99.2
13:13:00,36,15.0,3.5,3.0,3.0,540.0,3500.0,5670.0,0.62,97.22,97.22,0.929,440.0,114.9
13:33:00,75,8.0,3.2,2.8,3.0,600.0,2400.0,5376.0,0.45,32.0,32.0,3.5,360.0,120.0
13:13:00,9,8.0,1.25,1.0,2.5,72.0,100.0,90.0,1.11,11.11,22.22,3.15,400.0,120.0
13:22:00,36,15.0,3.0,3.0,3.0,540.0,3000.0,4860.0,0.61,83.4,166.8,1.87,390.0,87.7
13:18:00,33,6.0,3.0,3.0,3.0,198.0,450.0,1782.0,0.25,13.64,27.28,2.58,380.0,127.2
13:17:00,40,9.0,3.3,2.7,2.5,232.0,900.0,2067.12,0.43,22.5,22.5,1.15,350.0,94.4
13:18:00,33,15.0,4.0,3.5,3.0,495.0,2545.0,6930.0,0.36,77.12,145.24,2.83,370.0,107.3
13:34:00,68,9.0,3.5,3.0,3.0,894.0,5100.0,9387.0,0.54,75.0,150.0,12.3,200.0,122.9
13:17:00,72,5.5,3.0,2.8,3.0,396.0,1375.0,3326.4,0.41,19.09,38.18,5.56,280.0,116.2
13:46:00,5,8.0,2.5,2.0,3.0,40.0,75.0,200.0,0.38,15.0,30.0,2.41,325.0,117.8
13:15:00,27,8.0,3.0,3.0,3.0,216.0,1150.0,1944.0,0.59,42.59,42.59,5.15,280.0,124.7
13:19:00,76,9.0,3.0,2.8,3.0,460.0,2000.0,3864.0,0.51,26.31,66.72,5.6,250.0,162.1
13:18:00,33,9.0,3.0,2.7,2.5,1015.74,275.0,0.27,8.33,16.66,16.66,0.849,250.0,117.1
13:08:00,30,9.0,3.0,3.0,3.0,156.0,450.0,1350.0,0.33,20.0,40.0,2.04,290.0,88.2
13:16:00,27,9.1,3.5,3.0,2.5,246.0,1270.0,2583.0,0.49,47.22,94.44,2.6,340.0,96.0
13:13:00,44,6.0,3.0,3.0,2.3,264.0,1275.0,2376.0,0.53,28.97,28.97,4.31,290.0,112.8
13:16:00,52,6.0,3.0,3.0,2.5,312.0,1100.0,2808.0,0.39,21.15,21.15,1.9,300.0,100.8
13:07:00,52,8.0,3.2,2.8,3.0,416.0,1500.0,3727.36,0.4,28.85,57.7,2.5,370.0,94.1
13:06:00,27,15.0,3.5,3.0,3.0,405.0,2275.0,4252.5,0.53,84.26,168.52,2.61,390.0,96.0
13:00:00,40,15.0,3.5,3.0,3.0,600.0,3150.0,6300.0,0.5,78.75,157.5,4.69,320.0,93.0
13:53:00,30,9.0,3.0,2.5,3.0,165.0,700.0,1225.5,0.57,23.33,46.66,3.68,280.0,128.1
13:01:00,21,15.0,4.0,3.5,3.0,315.0,1506.25,4410.0,0.34,71.72,143.45,2.37,320.0,93.0
13:40:00,50,15.0,3.5,3.0,3.0,750.0,4600.0,7875.0,0.58,92.0,184.0,2.09,360.0,112.7
13:26:00,64,4.5,3.2,2.8,3.0,306.67,1150.0,2747.76,0.42,17.96,35.92,2.1,410.0,110.3
13:20:00,10,5.5,4.0,3.5,3.0,55.0,225.0,770.0,0.29,22.24,44.48,2.41,340.0,117.8
13:12:00,41,10.0,3.0,3.0,3.0,410.0,1625.0,3690.0,0.44,39.63,79.26,1.37,290.0,115.9
13:08:00,22,15.0,3.5,3.0,3.0,330.0,1625.0,3465.0,0.46,73.86,147.7,0.659,350.0,104.3
13:05:00,75,5.6,3.2,2.8,3.0,415.0,1350.0,3718.4,0.36,18.0,36.0,2.53,380.0,93.0
13:10:00,35,7.0,3.2,2.8,3.0,245.0,1250.0,2195.2,0.57,35.7,71.4,0.75,310.0,96.6
13:10:00,9,8.0,3.0,2.5,3.0,72.0,75.0,540.0,0.14,8.33,8.33,0.75,330.0,96.6
13:05:00,20,9.0,3.5,3.0,3.0,188.0,1025.0,1974.0,0.51,51.25,102.5,3.18,320.0,126.0
13:03:00,36,8.0,3.0,3.0,3.0,288.0,1500.0,2592.0,0.57,41.66,41.66,3.07,360.0,123.0
13:05:00,27,15.0,4.2,3.0,3.0,405.0,2250.0,5103.0,0.44,83.33,166.66,3.52,350.0,125.0
13:14:00,63,14.15,3.0,3.0,3.0,913.5,5150.0,821.5,0.62,81.07,163.49,4.19,430.0,125.0
13:04:00,48,8.9,3.0,2.8,3.0,416.0,1925.0,3500.0,0.55,40.1,80.2,2.5,340.0,119.4
13:10:00,18,15.0,3.5,3.0,3.0,270.0,1125.0,2835.0,0.4,62.5,125.0,1.65,370.0,100.0
13:10:00,60,8.0,3.2,2.8,3.0,480.0,1750.0,4300.8,0.41,29.17,58.34,1.65,390.0,100.0
13:10:00,51,15.0,4.0,3.0,3.0,765.0,4550.0,9180.0,0.49,89.21,178.42,2.41,380.0,118.0
13:10:00,40,5.0,3.0,2.5,3.0,200.0,900.0,1500.0,0.6,22.5,22.5,2.41,350.0,118.0
13:10:00,34,11.12,3.5,3.0,3.0,394.0,1900.0,4137.0,0.46,55.88,55.88,2.16,410.0,112.0
13:10:00,8,15.0,3.8,3.0,3.0,120.0,725.0,1368.0,0.52,90.62,90.62,9.65,310.0,125.0
13:24:00,28,12.0,4.0,3.0,3.0,336.0,1900.0,4032.0,0.47,67.85,135.71,9.65,330.0,125.0
13:10:00,35,7.0,3.0,3.0,3.0,245.0,1100.0,2205.0,0.49,31.42,31.42,1.69,340.0,133.3
13:10:00,75,9.0,3.2,2.8,3.0,675.0,2800.0,6048.0,0.46,37.33,37.33,2.42,420.0,115.6
13:10:00,31,11.0,3.0,3.0,3.0,341.0,1725.0,3069.0,0.56,55.6,111.3,3.48,390.0,119.2
13:10:00,32,7.0,3.0,3.0,2.5,224.0,1225.0,2016.0,0.6,38.28,76.56,2.41,370.0,115.5
13:10:00,45,6.0,3.0,3.0,2.5,270.0,1075.0,2430.0,0.44,23.88,23.88,1.88,310.0,125.6
13:10:00,51,9.0,3.3,3.0,3.0,455.0,2425.0,4505.0,0.53,59.14,118.29,8.17,290.0,121.8
13:30:00,9,8.0,2.0,2.0,3.0,72.0,325.0,288.0,1.13,36.11,36.11,2.41,360.0,117.8
13:10:00,41,10.11,3.5,3.0,3.0,414.0,2000.0,4347.0,0.46,48.78,48.78,1.37,345.0,116.0
13:33:00,35,8.0,3.0,3.0,3.0,280.0,1500.0,2520.0,0.59,41.7,41.7,1.48,370.0,119.1
13:35:00,44,9.1,2.5,3.0,3.0,434.0,1600.0,3135.0,0.51,36.36,72.72,1.94,320.0,97.4
13:49:00,33,10.0,3.0,3.0,3.0,310.0,1500.0,2970.0,0.5,46.96,93.93,1.93,330.0,112.3
13:48:00,80,15.0,4.2,3.2,3.0,1200.0,7575.0,16128.0,0.46,96.68,189.3,5.75,310.0,114.1
13:30:00,24,1.39,3.0,3.0,2.76,63.0,33.46,567.0,0.057,1.39,2.78,2.41,305.0,117.8
13:18:00,50,9.0,3.5,3.0,3.0,450.0,2050.0,4725.0,0.43,41.0,82.0,2.41,440.0,117.8
13:10:00,40,9.0,3.5,3.0,3.0,360.0,1350.0,3780.0,0.35,33.77,33.77,6.18,260.0,119.0
13:10:00,39,10.0,4.0,3.0,3.0,390.0,1875.0,4680.0,0.4,48.07,96.15,1.71,370.0,116.1
13:10:00,32,7.0,3.5,3.0,3.0,224.0,750.0,2352.0,0.31,23.43,46.87,0.84,320.0,112.4
13:10:00,35,9.0,3.5,3.0,3.0,315.0,1350.0,3307.5,0.4,40.0,40.0,4.68,290.0,120.3
13:10:00,50,9.0,3.3,3.0,3.0,450.0,2125.0,4725.0,0.44,42.5,85.0,1.36,380.0,110.1
13:10:00,11,8.0,3.0,3.0,3.0,88.0,300.0,792.0,0.37,27.27,54.54,0.91,290.0,117.1
13:10:00,60,10.5,4.0,3.2,3.0,630.0,3500.0,8064.0,0.43,58.33,116.66,1.12,340.0,91.7
13:10:00,50,10.0,4.0,3.0,3.0,500.0,2625.0,6000.0,0.43,52.5,105.0,1.71,320.0,115.5
13:10:00,70,15.0,4.0,3.0,3.0,1050.0,5325.0,12600.0,0.52,76.07,152.14,9.52,330.0,120.7
13:10:00,40,6.0,3.5,3.0,3.0,240.0,1100.0,2520.0,0.43,27.5,27.5,2.82,310.0,115.6
13:10:00,68,15.0,4.2,3.2,3.0,1020.0,5400.0,13708.0,0.39,79.41,158.82,2.47,370.0,92.7
13:10:00,27,10.0,3.5,3.0,3.0,270.0,1300.0,2835.0,0.45,48.14,96.29,0.59,390.0,132.3
13:10:00,27,10.0,3.5,3.0,3.0,270.0,1275.75,2835.0,0.45,48.14,96.29,1.04,320.0,97.4
13:10:00,91,10.0,3.5,3.0,3.0,910.0,4350.0,9555.0,0.45,47.8,47.8,1.21,480.0,87.1
13:10:00,43,4.0,3.2,2.8,2.5,172.0,450.0,1541.12,0.3,10.46,10.46,1.36,330.0,98.8
13:10:00,30,10.0,3.5,3.0,3.0,300.0,1275.0,3150.0,0.4,42.5,85.0,3.63,410.0,120.7
13:10:00,33,8.0,3.5,3.0,3.0,264.0,1400.0,2772.0,0.5,42.42,42.42,1.25,360.0,85.1
13:10:00,230,15.0,3.5,3.0,2.5,3450.0,20750.0,36225.0,0.57,90.22,180.44,5.04,390.0,132.4
13:10:00,24,10.0,3.5,3.0,3.0,240.0,1550.0,2520.0,0.59,62.5,62.5,0.73,460.0,117.6
13:10:00,36,6.0,3.0,3.0,3.0,216.0,875.0,1944.0,0.45,24.3,24.3,2.07,270.0,116.0
13:10:00,25,15.0,3.5,3.0,3.0,375.0,1700.0,3937.5,0.43,68.0,136.0,0.73,400.0,105.8
13:10:00,51,10.0,4.0,3.0,3.0,510.0,3100.0,6120.0,0.51,60.78,121.56,1.1,390.0,116.6
13:10:00,24,15.0,3.5,3.0,3.0,360.0,1600.0,3780.0,0.42,66.66,133.33,0.94,390.0,91.7
13:10:00,63,15.0,4.2,3.2,3.0,945.0,4575.0,12700.8,0.36,72.61,145.23,2.03,430.0,123.0
13:10:00,56,15.0,2.7,2.5,3.0,840.0,5350.0,5670.0,0.94,95.53,191.07,2.67,360.0,118.0
13:10:00,42,7.0,3.0,3.0,3.0,294.0,1175.0,2646.0,0.44,27.97,27.97,2.16,290.0,116.0
13:10:00,40,14.0,4.0,3.0,3.0,560.0,3675.0,6720.0,0.54,90.87,183.75,2.16,400.0,100.0
13:10:00,44,7.0,3.0,3.0,3.0,308.0,1250.0,2772.0,0.45,28.4,28.4,2.41,370.0,117.8
13:10:00,90,9.0,3.5,3.0,3.0,810.0,5000.0,8505.0,0.59,55.55,55.55,3.56,360.0,110.0
13:10:00,7,4.0,3.0,3.0,2.5,28.0,100.0,252.0,0.39,14.28,14.28,2.41,360.0,117.8
13:10:00,40,9.0,3.5,3.0,3.0,360.0,2250.0,3780.0,0.59,56.25,56.25,3.56,350.0,110.0
13:10:00,40,6.0,3.5,3.0,2.5,240.0,1267.6,2520.0,0.5,31.69,63.38,0.508,420.0,116.0
13:07:00,35,12.0,3.5,3.0,3.0,420.0,2325.0,4410.0,0.52,66.42,132.85,4.32,300.0,128.0
13:04:00,35,5.0,2.5,2.0,3.0,175.0,750.0,875.0,0.85,21.43,21.43,1.14,320.0,100.0
17:02:00,75,6.7,2.3,1.9,3.0,487.4,1975.0,2130.0,0.92,26.3,52.6,1.52,340.0,119.0
13:14:00,52,4.6,3.0,3.0,2.5,312.0,1361.12,2664.0,0.51,26.17,26.17,3.18,320.0,125.0
13:22:00,33,10.11,2.5,1.8,3.0,352.0,2000.0,1584.0,1.26,60.6,60.6,0.762,320.0,114.0
13:15:00,48,10.5,3.5,3.0,3.0,504.0,3000.0,5292.0,0.56,62.5,125.0,1.02,325.0,110.0
13:10:00,20,9.0,3.5,3.0,2.8,205.0,500.0,2152.5,0.23,25.0,50.0,0.762,315.0,106.0
13:47:00,115,9.0,2.8,2.5,3.0,540.0,2125.0,3780.0,0.56,18.48,18.48,1.07,330.0,108.4
13:19:00,15,5.0,2.5,2.0,3.0,75.0,250.0,375.0,0.61,15.33,15.33,0.579,380.0,80.1
13:08:00,32,8.5,3.5,3.0,3.0,272.0,1775.0,2856.0,0.62,55.46,55.46,1.65,320.0,132.0
13:20:00,45,9.0,3.5,3.0,3.0,437.0,2500.0,4843.0,0.51,55.55,55.55,3.31,320.0,111.5
13:39:00,41,10.15,3.0,2.5,3.0,512.0,2250.0,3843.0,0.58,54.87,109.0,1.4,320.0,103.0
13:14:00,45,12.14,3.5,3.2,3.0,699.0,3250.0,6708.0,0.48,72.22,144.44,3.99,325.0,129.0
13:12:00,60,8.5,3.0,3.0,3.0,510.0,2125.0,4590.0,0.51,35.41,70.82,9.56,280.0,120.0
13:15:00,20,4.0,3.0,3.0,2.5,80.0,275.0,720.0,0.38,13.75,13.75,4.02,300.0,114.0
13:21:00,40,13.0,3.2,2.8,3.0,520.0,2425.0,4659.2,0.52,60.62,60.62,12.0,250.0,117.8
13:15:00,39,4.4,3.0,2.5,2.5,171.0,500.0,1287.0,0.38,12.82,12.82,0.452,400.0,94.1
13:17:00,80,10.0,3.2,2.8,3.0,800.0,3875.0,3875.0,0.54,48.43,48.43,2.07,380.0,128.1
13:18:00,14,8.0,3.0,2.5,3.0,550.0,550.0,840.0,0.65,39.28,39.28,0.675,475.0,118.2
13:19:00,73,7.0,3.0,2.5,3.0,483.0,2500.0,3832.0,0.65,34.24,34.24,0.5,400.0,112.8
13:14:00,29,8.5,3.0,2.6,3.0,246.0,1025.0,1922.0,0.53,35.34,35.34,0.627,410.0,92.3
13:15:00,44,8.0,3.0,2.5,2.3,374.0,1700.0,2805.0,0.6,38.63,38.63,2.17,410.0,117.4
13:32:00,74,5.0,3.0,3.0,3.0,370.0,1125.0,3330.0,0.33,15.2,15.2,0.945,420.0,109.5
13:31:00,46,8.11,3.0,3.5,3.0,460.0,2475.0,4830.0,0.51,53.8,107.6,1.82,390.0,122.2
13:16:00,18,9.0,3.8,2.7,3.0,108.0,500.0,1108.8,0.45,27.77,27.77,3.2,350.0,133.3
13:11:00,40,10.5,3.0,3.0,3.0,420.0,2125.0,3780.0,0.56,53.12,53.12,0.627,405.0,116.6
13:27:00,19,4.6,3.0,3.0,3.0,95.0,127.72,855.0,0.15,6.73,13.45,0.738,390.0,93.6
13:01:00,58,5.14,3.5,3.0,3.0,565.0,3278.0,5932.0,0.55,56.51,113.03,0.833,375.0,97.4
13:02:00,70,10.11,3.2,2.8,2.5,770.0,4675.0,6899.2,0.67,66.78,66.78,0.675,420.0,83.4
