TIME(Hrs),Hole (Nos),Depth (m),Spacing(m),Burden (m),Stemming(m),Total Drill (RMT),Explosive(kg),Volume(m3),Powder Factor(kg/m3),Av. CPH,MCPD (kg/D),PPV MON,Seis. Dist. (m),A.O.P (dBL)
13:06:00,37,15.0,3.5,3.0,3.0,555.0,2700.0,5827.0,0.46,72.97,145.94,1.01,380.0,83.4
13:08:00,30,14.15,3.5,3.0,3.0,420.0,2100.0,4567.5,0.45,70.0,140.0,1.4,350.0,93.0
13:16:00,26,10.0,3.5,3.0,3.0,260.0,1375.0,2730.0,0.5,52.88,105.7,0.754,390.0,88.2
13:15:00,36,10.0,3.0,3.0,3.0,360.0,1575.0,3240.0,0.48,43.75,87.5,1.6,360.0,92.3
13:17:00,47,5.7,2.8,2.5,3.0,314.5,1250.0,2201.5,0.57,26.6,26.6,2.58,340.0,121.1
13:15:00,26,6.0,3.0,2.5,3.0,156.0,725.0,1170.0,0.61,25.0,50.0,1.28,340.0,112.4
13:20:00,9,10.0,1.5,1.5,3.0,90.0,325.0,202.0,1.6,36.11,36.11,2.41,350.0,117.8
17:25:00,27,10.0,3.2,2.5,3.0,270.0,1425.0,2160.0,0.65,52.78,52.78,1.1,390.0,114.0
13:23:00,33,15.0,3.5,3.0,3.0,495.0,2975.0,5197.5,0.57,90.15,180.3,2.42,340.0,115.0
13:26:00,53,7.0,3.0,3.0,3.0,371.0,1825.0,3339.0,0.54,34.43,68.86,2.55,380.0,115.3
13:04:00,48,10.11,4.0,3.0,3.0,504.0,3367.0,6048.0,0.55,70.14,140.29,4.06,395.0,123.4
13:20:00,29,8.5,3.0,3.0,3.0,246.5,1225.0,2218.0,0.55,42.24,42.24,3.43,350.0,118.0
13:21:00,32,7.0,3.0,3.0,3.0,224.0,1050.0,2016.0,0.52,32.18,32.18,2.79,340.0,118.0
13:30:00,135,15.0,4.0,3.0,3.0,2025.0,11350.0,24300.0,0.46,84.07,84.07,9.82,310.0,136.0
13:12:00,40,15.0,3.0,3.0,3.0,600.0,3050.0,5400.0,0.56,76.35,152.5,3.44,320.0,103.3
13:23:00,20,12.13,3.5,3.0,3.0,256.0,1500.0,2730.0,0.54,75.0,150.0,2.16,380.0,110.0
13:18:00,56,9.0,3.0,2.8,3.0,293.0,1000.0,2461.2,0.41,17.86,35.72,2.48,410.0,118.5
13:18:00,54,5.0,3.0,2.8,3.0,270.0,1000.0,2268.0,0.44,18.52,37.04,2.48,410.0,118.5
13:19:00,66,13.14,3.5,3.0,3.0,891.0,5250.0,9355.5,0.56,79.54,159.09,0.627,390.0,113.2
13:14:00,81,9.0,3.0,2.5,2.5,463.0,1875.0,3472.5,0.53,23.14,46.28,1.94,360.0,112.6
13:02:00,27,11.0,3.5,3.0,3.0,297.0,1675.0,3118.5,0.53,62.03,124.07,3.02,390.0,93.6
13:09:00,33,7.0,3.0,3.0,3.0,231.0,1009.0,2079.0,0.48,30.58,30.58,3.29,360.0,119.1
13:13:00,26,7.0,3.0,3.0,3.0,182.0,1025.0,1638.0,0.62,39.4,78.84,1.17,380.0,98.8
13:17:00,30,6.0,3.0,3.0,3.0,180.0,750.0,1620.0,0.46,25.0,25.0,1.52,350.0,123.9
13:11:00,92,8.0,3.2,2.8,3.0,736.0,3050.0,6594.56,0.46,33.15,66.3,2.06,320.0,103.8
13:15:00,63,15.0,4.0,3.0,3.0,945.0,5000.0,11340.0,0.44,79.36,158.72,1.87,380.0,99.9
13:13:00,25,4.0,3.0,2.5,2.5,100.0,275.0,750.0,0.37,11.12,22.24,1.42,410.0,89.2
13:08:00,74,9.0,4.0,3.0,3.0,758.5,4500.0,9102.0,0.49,60.81,121.62,2.03,380.0,117.0
13:17:00,120,10.0,4.0,3.0,3.0,1200.0,5175.0,14400.0,0.35,43.125,43.125,2.03,360.0,112.0
13:20:00,46,6.8,3.3,2.8,3.0,331.0,1625.0,3104.0,0.52,35.32,70.65,1.52,380.0,116.0
13:15:00,45,6.8,3.0,3.0,3.0,286.0,1275.0,2835.0,0.44,28.33,28.33,1.1,350.0,113.1
13:08:00,18,5.5,3.0,3.0,2.5,99.0,400.0,891.0,0.44,22.22,22.22,0.786,340.0,107.5
13:18:00,35,8.5,3.0,3.0,3.0,297.5,1450.0,2677.5,0.54,41.42,82.84,0.818,350.0,107.0
13:19:00,92,9.0,3.0,2.8,3.0,465.0,1700.0,3906.0,0.43,18.47,18.47,0.96,360.0,116.5
13:22:00,46,13.0,3.0,3.0,3.0,598.0,2750.0,5382.0,0.51,59.78,119.5,1.74,360.0,108.8
17:41:00,74,10.12,3.5,3.0,3.0,810.0,2750.0,8505.0,0.32,37.16,74.32,2.39,340.0,120.1
13:25:00,51,9.0,3.3,3.0,3.0,462.0,2700.0,4851.0,0.55,52.92,105.88,1.01,330.0,116.5
17:40:00,100,9.0,3.5,3.0,3.0,982.0,5275.0,10311.0,0.51,52.75,105.5,3.37,350.0,115.0
13:17:00,35,11.0,3.0,3.0,3.0,385.0,1950.0,3465.0,0.56,55.71,111.42,0.77,380.0,106.3
13:21:00,37,12.0,4.0,3.0,3.0,444.0,2275.0,5328.0,0.42,61.48,122.96,0.706,430.0,92.7
13:11:00,32,9.0,3.0,2.5,3.0,288.0,1200.0,2160.0,0.55,37.5,75.0,1.53,390.0,119.4
13:11:00,40,4.5,3.0,2.5,2.8,180.0,625.0,1350.0,0.46,15.62,31.24,2.69,390.0,113.5
13:17:00,75,9.0,3.2,2.8,3.0,535.0,2200.0,4793.6,0.45,29.33,29.33,0.96,430.0,82.5
13:12:00,33,10.11,3.0,3.0,3.0,352.0,1950.0,3168.0,0.61,59.09,118.18,2.09,320.0,111.2
13:10:00,32,6.0,3.0,3.0,3.0,192.0,900.0,1728.0,0.52,28.12,28.12,1.93,380.0,107.7
13:11:00,14,7.8,1.0,0.9,3.0,105.0,168.98,94.5,1.79,12.07,24.14,1.23,280.0,120.0
13:11:00,20,4.0,3.0,3.0,3.0,80.0,166.8,720.0,0.23,8.34,16.68,1.23,280.0,120.0
13:13:00,48,15.0,3.5,3.0,3.0,720.0,3570.0,7560.0,0.49,78.13,156.26,2.85,380.0,116.5
13:10:00,24,6.0,3.2,2.8,3.0,144.0,675.0,1290.24,0.52,28.105,56.25,1.09,370.0,97.2
13:10:00,58,9.0,3.5,3.0,3.0,572.0,2800.0,5985.0,0.46,48.27,96.54,1.09,370.0,97.2
13:05:00,45,8.5,3.0,3.0,3.0,382.5,1875.0,3442.5,0.54,41.6,41.6,2.07,300.0,93.8
13:17:00,46,15.0,3.25,3.0,3.0,690.0,3580.0,6727.5,0.53,77.84,155.68,1.94,300.0,110.0
13:09:00,41,10.5,3.0,3.0,3.0,462.0,2050.0,3874.0,0.52,50.4,100.8,2.2,355.0,116.8
13:10:00,49,8.0,3.5,3.0,3.0,392.0,1925.0,4116.0,0.47,39.29,78.57,1.63,350.0,110.0
13:11:00,59,12.14,3.6,3.2,3.0,768.0,3675.0,8847.36,0.41,62.29,62.29,2.55,350.0,107.4
13:08:00,40,7.0,3.0,3.0,3.5,280.0,1250.0,2520.0,0.49,31.25,62.5,3.45,280.0,118.9
13:34:00,20,10.0,3.0,3.0,3.0,200.0,1080.0,1800.0,0.6,54.0,108.0,0.722,390.0,111.7
13:28:00,50,9.0,3.0,3.0,3.0,260.0,1135.0,2340.0,0.48,22.07,45.4,0.548,429.0,108.3
13:17:00,24,8.5,3.0,3.0,3.0,204.0,900.0,1836.0,0.48,37.5,37.5,3.69,280.0,125.1
13:35:00,32,9.0,3.0,3.0,3.0,221.0,1200.0,2016.0,0.59,37.5,75.0,0.786,380.0,119.6
13:19:00,150,10.13,3.2,2.8,2.5,1767.0,7825.0,15832.32,0.49,52.16,104.32,5.97,380.0,126.0
13:16:00,56,15.0,3.2,3.2,3.0,840.0,5500.0,11289.0,0.48,98.21,196.4,4.83,340.0,100.0
13:03:00,44,6.0,3.0,3.0,3.0,264.0,1200.0,2376.0,0.5,25.02,25.02,1.14,360.0,100.0
13:10:00,41,7.0,3.0,3.0,3.0,287.0,1375.0,2583.0,0.53,33.54,33.54,1.52,350.0,100.0
13:09:00,32,12.0,3.0,3.0,3.0,384.0,1872.0,3456.0,0.54,58.506,116.012,1.65,350.0,100.0
13:06:00,45,14.0,3.5,3.0,3.5,630.0,3675.0,6615.0,0.5,81.66,163.32,2.29,410.0,112.0
13:11:00,44,4.0,3.5,3.0,3.0,176.0,325.0,1848.0,0.17,7.38,14.77,1.4,320.0,117.0
13:04:00,94,2.0,3.0,2.5,1.7,188.0,261.32,1410.0,0.18,2.78,5.56,0.5,309.0,106.0
13:06:00,40,15.0,3.5,3.0,3.0,600.0,3336.0,6300.0,0.52,83.4,166.8,1.78,410.0,100.0
13:26:00,93,9.0,3.5,3.0,2.5,953.0,5625.0,10006.5,0.56,60.48,120.96,3.43,450.0,100.0
17:18:00,58,15.0,3.5,3.0,3.0,870.0,5500.0,9135.0,0.6,94.82,189.64,1.65,390.0,120.0
13:13:00,23,4.0,3.0,3.0,3.0,92.0,375.0,828.0,0.45,16.3,32.6,1.02,390.0,100.0
13:07:00,30,9.0,3.0,3.0,3.5,262.5,1400.0,2362.5,0.59,46.66,46.66,0.76,460.0,116.0
13:12:00,30,6.9,3.5,3.0,3.0,222.0,950.0,2331.0,0.4,31.66,63.33,2.54,380.0,112.0
13:22:00,24,9.0,3.5,3.0,3.0,281.0,1450.0,2950.5,0.49,60.41,120.82,1.27,380.0,100.0
13:53:00,115,15.0,3.6,3.2,2.5,1725.0,9475.0,19872.0,0.47,82.39,164.78,7.24,280.0,126.0
13:32:00,44,6.0,3.0,3.0,3.0,264.0,1111.12,2376.0,0.46,25.25,25.25,0.889,380.0,100.0
13:35:00,9,9.0,3.0,2.5,3.0,81.0,325.0,607.5,0.53,36.11,72.22,2.41,430.0,117.8
13:37:00,28,10.0,3.0,3.0,3.0,280.0,1400.0,2520.0,0.55,50.04,100.08,0.762,410.0,100.0
13:42:00,50,5.8,3.0,3.0,3.0,370.0,1350.0,3330.0,0.4,27.0,54.0,6.6,250.0,123.0
13:09:00,50,15.0,3.6,3.2,2.5,750.0,4500.0,8640.0,0.52,90.0,90.0,1.36,390.0,129.2
13:04:00,30,5.0,3.0,3.0,3.0,150.0,575.0,1350.0,0.42,19.16,38.33,1.42,430.0,121.0
13:02:00,18,9.0,3.0,3.0,3.5,157.5,875.0,1417.5,0.61,48.61,48.61,3.21,340.0,120.0
13:07:00,66,9.0,3.5,3.0,3.0,490.0,2567.0,5145.0,0.49,38.89,77.78,0.929,440.0,123.3
13:06:00,64,15.0,4.0,3.0,3.0,960.0,4800.0,11520.0,0.41,75.0,150.0,4.06,390.0,134.0
12:50:00,40,6.0,4.0,3.0,3.0,240.0,1000.0,2880.0,0.34,25.02,25.02,2.29,380.0,127.0
13:06:00,35,3.0,3.0,2.8,2.5,105.0,150.0,882.0,0.17,4.28,8.56,1.02,340.0,122.0
13:06:00,20,3.0,3.0,2.8,2.5,60.0,50.0,504.0,0.09,2.5,5.0,1.02,340.0,122.0
13:15:00,15,15.0,3.5,3.0,4.0,225.0,1208.34,2362.5,0.51,80.55,80.55,2.41,370.0,117.8
13:03:00,35,8.5,4.0,3.0,3.0,297.5,1225.0,3570.0,0.34,35.0,70.0,1.83,360.0,124.9
13:11:00,9,15.0,3.5,3.0,3.0,135.0,625.0,1417.5,0.44,69.44,69.44,0.913,430.0,107.9
13:09:00,79,9.0,4.0,3.0,3.5,972.94,4100.0,11675.36,0.35,51.89,103.79,0.119,480.0,120.9
13:11:00,68,15.0,4.2,3.2,3.0,1020.0,4271.22,13708.8,0.311,62.82,125.61,8.49,260.0,118.0
13:08:00,22,15.0,3.8,3.3,3.0,345.0,1500.0,4138.2,0.36,68.1,136.36,2.67,290.0,112.0
13:10:00,15,8.0,3.5,3.0,3.0,144.0,575.0,1260.0,0.41,38.33,76.66,2.16,300.0,127.0
13:39:00,58,15.0,3.6,3.2,2.5,870.0,5675.0,10022.4,0.56,97.8,195.6,3.64,320.0,125.0
13:17:00,50,5.0,3.2,2.8,3.0,250.0,1000.0,2240.0,0.44,20.0,40.0,2.1,230.0,117.7
13:22:00,90,15.0,3.6,3.2,2.5,1350.0,7525.0,15552.0,0.48,83.61,167.22,10.2,280.0,131.4
13:24:00,59,9.0,3.8,3.3,4.0,573.0,2300.0,7185.42,0.32,38.98,77.96,1.79,380.0,129.0
13:11:00,20,15.0,3.5,3.0,3.5,480.0,1275.0,3150.0,0.4,63.75,127.5,4.06,250.0,124.0
13:16:00,95,9.0,3.2,2.8,3.0,855.0,4600.0,7660.8,0.6,48.42,96.84,0.405,360.0,109.2
13:06:00,20,3.0,2.5,2.0,2.5,60.0,75.0,300.0,0.25,3.75,7.5,1.21,420.0,100.1
13:06:00,40,6.0,3.2,2.8,3.0,240.0,850.0,2150.4,0.39,21.25,42.5,1.21,420.0,100.1
13:14:00,17,3.5,3.0,2.5,2.5,59.5,100.0,446.25,0.22,5.88,11.76,2.41,390.0,117.8
13:28:00,70,15.0,3.6,3.2,2.5,1050.0,4925.0,12096.0,0.4,70.35,140.7,4.19,350.0,112.0
13:04:00,23,14.0,3.5,3.0,3.0,322.0,1500.0,3381.0,0.44,65.21,130.42,2.9,380.0,124.9
13:29:00,66,6.0,3.5,2.8,3.5,396.0,1375.0,3880.0,0.35,20.83,20.83,1.4,220.0,114.0
13:32:00,45,4.5,3.0,3.0,2.5,202.5,516.48,1822.5,0.28,11.47,11.47,3.34,220.0,115.9
13:00:00,49,15.0,4.2,3.2,3.0,735.0,5000.0,9878.4,0.5,102.04,204.08,6.6,240.0,100.0
13:01:00,18,15.0,3.6,3.2,2.5,270.0,1275.0,3110.4,0.4,70.83,141.66,1.29,290.0,104.7
13:10:00,19,5.0,3.0,2.5,2.5,95.0,225.0,712.5,0.31,11.84,23.68,2.41,390.0,117.8
17:21:00,39,9.0,3.0,3.0,3.0,351.0,1409.46,3159.0,0.44,36.14,36.14,3.21,380.0,124.4
13:14:00,31,9.0,3.0,3.0,3.0,279.0,1206.52,2511.0,0.48,38.92,38.92,2.79,400.0,123.4
17:13:00,21,15.0,3.5,3.0,3.5,315.0,1750.0,3307.5,0.52,83.33,166.16,0.992,380.0,93.0
13:16:00,43,15.0,3.8,3.3,3.0,645.0,3586.2,8088.3,0.44,83.4,166.8,3.3,380.0,122.0
13:11:00,31,4.5,3.0,2.8,3.0,139.5,350.0,1171.8,0.29,11.29,11.29,2.54,220.0,118.0
13:15:00,30,6.0,3.0,2.8,3.0,180.0,650.0,1512.0,0.42,22.0,44.0,2.41,390.0,116.0
13:18:00,70,6.0,3.0,2.8,3.0,420.0,1525.0,3528.0,0.43,21.8,43.6,1.25,300.0,136.7
13:30:00,57,9.12,3.0,2.5,3.5,600.0,2725.0,4500.0,0.6,47.8,95.6,1.1,380.0,89.2
13:18:00,33,8.9,3.0,3.0,3.0,280.0,1275.0,2520.0,0.5,38.63,77.27,3.69,390.0,112.1
13:20:00,28,9.0,3.5,3.0,3.0,364.0,1850.0,3822.0,0.48,66.07,132.15,2.52,490.0,111.7
13:20:00,70,8.0,3.0,2.8,3.0,560.0,2050.0,4704.0,0.43,29.3,29.3,2.01,380.0,94.6
13:15:00,19,6.0,3.0,3.0,3.0,114.0,400.0,2026.0,0.38,21.05,42.1,0.76,340.0,114.0
13:20:00,62,15.0,4.1,3.1,3.0,930.0,5050.0,11820.3,0.42,81.45,81.45,3.29,380.0,92.7
13:14:00,23,15.0,3.5,3.0,3.0,345.0,1550.0,3622.5,0.42,67.39,134.0,1.52,440.0,100.0
13:19:00,39,8.0,3.0,3.0,3.0,312.0,1500.0,2808.0,0.53,38.46,38.46,1.1,390.0,89.2
13:14:00,24,15.0,3.5,3.0,3.0,360.0,2000.0,3780.0,0.52,83.4,166.8,6.22,210.0,128.0
13:29:00,53,15.0,3.6,3.5,3.0,795.0,2375.0,10017.0,0.23,45.0,45.0,2.85,380.0,130.7
13:20:00,24,9.0,4.0,3.0,3.0,216.0,975.0,2592.0,0.37,40.62,81.25,3.43,480.0,121.0
13:27:00,30,6.0,3.3,2.8,3.0,180.0,500.4,1663.2,0.3,16.68,33.36,2.54,380.0,132.0
13:02:00,30,8.0,3.0,2.8,3.0,240.0,850.0,2217.6,0.38,28.33,56.66,1.34,310.0,125.7
13:30:00,45,6.0,3.0,2.5,3.0,270.0,750.0,2025.0,0.37,16.66,33.13,2.41,680.0,117.8
13:11:00,115,10.0,4.0,3.0,2.5,1150.0,5980.3,13800.0,0.45,52.0,104.0,4.63,280.0,124.7
13:34:00,80,15.0,3.5,3.0,3.0,1200.0,4300.0,12600.0,0.34,53.75,53.75,3.23,380.0,111.5
14:15:00,8,8.0,3.0,2.5,3.0,64.0,200.0,480.0,0.41,25.0,25.0,0.516,320.0,88.7
14:13:00,6,8.0,3.0,3.0,3.0,48.0,150.0,432.0,0.34,25.0,50.0,2.2,360.0,134.4
13:21:00,28,15.0,4.0,3.5,3.0,420.0,2000.0,5880.0,0.34,71.42,71.42,2.39,340.0,132.8
13:26:00,36,12.0,3.8,3.5,3.0,516.0,2275.0,5745.0,0.39,52.9,52.9,1.39,380.0,119.8
13:14:00,6,8.0,3.0,3.0,3.0,48.0,125.0,432.0,0.29,20.83,41.66,0.437,360.0,107.8
13:13:00,35,6.0,3.0,3.0,2.5,210.0,700.0,1890.0,0.37,20.0,40.0,3.14,420.0,126.7
13:07:00,55,12.15,3.5,3.0,3.0,663.0,2750.0,6961.5,0.59,50.0,100.0,1.39,340.0,130.1
13:20:00,6,8.0,3.0,3.0,3.0,48.0,150.0,432.0,0.34,25.0,25.0,2.41,360.0,117.8
13:15:00,53,6.0,3.0,2.8,3.0,318.0,1200.0,2671.2,0.44,22.64,45.28,4.79,340.0,116.5
13:05:00,7,8.0,3.0,3.0,3.0,56.0,200.0,504.0,0.39,28.57,57.14,2.41,360.0,117.8
13:25:00,6,4.0,1.5,1.5,3.0,24.0,30.0,54.0,0.55,5.0,10.0,2.41,310.0,117.8
13:20:00,24,6.0,3.2,2.8,2.5,144.0,445.0,1290.24,0.34,18.54,37.08,0.548,420.0,102.4
13:00:00,45,6.0,3.0,2.5,3.0,270.0,925.0,2025.0,0.45,20.5,41.0,4.53,320.0,119.6
13:05:00,3,8.0,2.5,2.0,3.0,24.0,100.0,120.0,0.8,33.3,33.3,2.41,300.0,117.8
13:25:00,8,8.12,1.0,1.0,3.0,90.0,350.0,90.0,3.88,43.75,175.0,2.41,310.0,117.8
13:55:00,11,12.0,1.5,1.5,3.5,148.0,400.0,333.0,1.2,36.4,72.8,2.41,340.0,117.8
13:22:00,126,15.0,4.0,3.0,3.0,1890.0,11550.0,22680.0,0.5,91.66,183.33,7.14,390.0,127.0
13:17:00,21,10.0,3.0,3.0,3.0,210.0,1050.0,1890.0,0.55,50.0,100.0,1.15,340.0,115.3
13:10:00,35,6.8,3.0,3.0,3.0,264.0,1375.0,2376.0,0.57,39.2,78.4,2.42,290.0,125.0
13:39:00,50,5.0,3.0,2.5,3.0,250.0,950.0,1875.0,0.5,19.0,38.0,3.36,310.0,130.7
13:10:00,27,5.7,3.0,2.5,3.0,159.0,575.0,1192.5,0.48,21.29,42.58,1.83,360.0,114.8
13:10:00,28,8.0,3.2,2.8,3.0,224.0,925.0,2007.04,0.46,33.03,66.06,3.36,330.0,130.7
13:10:00,52,15.0,3.6,3.2,3.0,780.0,4975.0,8985.6,0.55,95.67,191.34,9.45,370.0,123.9
13:10:00,15,14.0,3.3,2.5,4.0,210.0,1000.0,1732.5,0.57,66.66,66.66,3.6,200.0,113.3
13:10:00,19,8.0,3.2,2.8,3.0,152.0,800.0,1361.92,0.58,42.1,84.2,1.34,320.0,123.2
13:23:00,65,15.0,3.5,3.2,3.0,975.0,5825.0,10920.0,0.53,89.6,179.2,3.21,410.0,127.0
13:23:00,54,7.0,3.2,2.8,3.0,378.0,1825.0,3386.88,0.53,33.7,67.4,3.25,385.0,120.1
13:35:00,6,4.0,2.0,2.0,3.0,24.0,30.58,96.0,0.31,5.09,20.36,2.41,340.0,117.8
13:16:00,26,15.0,4.0,3.0,3.0,390.0,2219.0,4680.0,0.47,85.36,170.72,2.79,390.0,124.2
14:02:00,40,15.0,3.5,3.0,3.0,600.0,3700.0,6300.0,0.58,92.5,185.0,1.56,400.0,107.7
13:39:00,86,7.0,2.5,2.2,3.0,602.0,2500.0,3311.0,0.75,29.06,58.12,2.53,360.0,113.4
13:38:00,12,15.0,3.0,3.0,4.0,180.0,900.0,1620.0,0.55,75.0,75.0,16.2,123.0,132.6
13:23:00,8,15.0,3.0,3.0,4.0,120.0,600.0,1080.0,0.55,75.0,75.0,21.6,123.0,122.6
13:17:00,30,6.0,3.2,2.8,3.0,180.0,775.0,1612.8,0.48,25.83,51.66,1.61,380.0,113.3
13:05:00,30,6.0,3.5,3.0,3.0,180.0,675.0,1890.0,0.36,22.5,45.0,0.889,390.0,106.0
13:03:00,15,15.0,3.0,3.0,3.5,180.0,1125.0,2025.0,0.55,75.0,75.0,8.89,330.0,130.0
13:10:00,26,15.0,4.0,3.0,3.0,390.0,2325.0,4680.0,0.49,89.42,178.84,1.65,360.0,133.0
13:28:00,14,4.0,3.0,3.0,3.0,56.0,116.76,504.0,0.23,8.34,8.34,0.889,330.0,116.0
13:48:00,46,6.7,3.0,2.5,3.0,312.0,1450.0,2340.0,0.61,31.52,63.04,1.14,480.0,112.0
13:33:00,42,7.0,3.0,2.6,3.0,294.0,1150.0,2293.2,0.5,27.32,54.76,3.3,380.0,116.0
13:43:00,29,15.0,3.5,3.0,3.0,435.0,1150.0,4567.5,0.25,39.65,79.3,3.94,460.0,122.0
13:27:00,38,15.0,3.5,3.0,3.0,600.0,2825.0,6300.0,0.44,74.34,148.34,4.19,480.0,120.0
13:21:00,28,15.0,3.5,3.0,3.0,420.0,2150.0,4410.0,0.48,76.78,153.56,3.05,480.0,131.0
13:20:00,24,15.0,3.0,3.0,3.5,360.0,1811.1,3240.0,0.55,75.4625,75.4625,0.889,410.0,122.0
13:10:00,32,9.0,3.5,3.0,3.0,457.6,2075.0,4804.8,0.43,64.84,129.68,1.91,480.0,122.0
13:11:00,43,6.0,3.0,2.5,3.0,258.0,900.0,1935.0,0.46,20.9,41.8,6.22,430.0,122.0
13:11:00,55,7.8,3.0,2.5,3.0,410.0,1575.0,3075.0,0.51,28.63,57.26,6.22,440.0,122.0
13:15:00,38,15.0,3.5,3.0,3.0,570.0,3600.0,5985.0,0.6,94.73,189.46,2.03,520.0,122.0
13:16:00,62,9.0,3.5,3.0,3.0,948.0,5350.0,9954.0,0.53,86.29,172.58,1.78,510.0,118.0
13:10:00,6,15.0,3.0,3.0,3.0,90.0,500.0,810.0,0.62,83.4,83.4,2.41,620.0,117.8
13:13:00,60,15.0,3.5,3.0,3.0,900.0,4950.0,9450.0,0.52,82.5,165.0,3.18,390.0,118.0
13:08:00,85,7.0,3.0,2.5,3.0,595.0,2475.0,4462.5,0.554621849,29.11764706,58.22,1.4,360.0,118.0
13:21:00,12,5.0,1.5,1.5,3.0,60.0,175.0,135.0,1.296296296,14.58333333,29.16,1.02,290.0,123.0
13:06:00,25,9.0,3.0,3.0,3.0,225.0,1275.0,2025.0,0.62962963,51.0,102.0,1.14,560.0,116.0
13:15:00,12,14.5,3.0,3.0,3.0,174.0,1000.0,1566.0,0.638569604,83.33333333,83.33,2.54,330.0,126.0
13:28:00,26,22.0,4.0,3.0,3.0,572.0,3750.0,6864.0,0.546328671,144.2307692,144.23,3.18,420.0,106.0
13:15:00,83,6.78,3.0,2.5,3.0,562.74,2625.0,4220.55,0.621956854,31.62650602,77.14,2.41,370.0,117.8
13:32:00,64,15.0,3.5,3.0,3.0,960.0,6250.0,10080.0,0.620039683,97.65625,195.3,4.7,330.0,122.0
13:35:00,95,14.8947,3.5,3.0,3.0,1414.9965,9250.0,14857.46325,0.622582728,97.36842105,194.72,5.72,460.0,128.0
13:08:00,92,5.565,2.75,2.5,3.0,511.98,1925.0,3519.8625,0.546896363,20.92391304,64.5,4.32,360.0,122.0
13:08:00,70,6.5714,3.0,2.5,3.0,459.998,2000.0,3449.985,0.579712665,28.57142857,57.14,4.32,320.0,122.0
13:16:00,109,7.389,3.0,2.5,3.0,805.401,3750.0,6040.5075,0.620808765,34.40366972,68.8,5.97,300.0,125.0
13:21:00,46,15.0,4.0,3.0,3.0,690.0,4350.0,8280.0,0.525362319,94.56521739,189.13,3.94,320.0,130.0
13:19:00,85,9.0,3.0,2.5,3.0,625.0,2875.0,4687.5,0.61,33.82352941,67.64,4.45,340.0,120.0
13:12:00,43,9.0,3.3,3.0,3.0,583.0,3800.0,5791.5,0.65,88.37,176.74,3.3,420.0,129.0
