TIME(Hrs),Hole (Nos),Depth (m),Spacing(m),Burden (m),Stemming(m),Total Drill (RMT),Explosive(kg),Volume(m3),Powder Factor(kg/m3),Av. CPH,MCPD (kg/D),PPV MON,Seis. Dist. (m),A.O.P (dBL)
13:16:00,47,7.5,3.0,2.8,2.5,352.5,1950.0,2961.0,0.65,41.48,82.96,2.41,370.0,117.8
13:11:00,44,20.0,4.0,3.0,3.0,880.0,6375.0,10560.0,0.6,144.88,144.88,1.27,360.0,120.0
13:11:00,27,9.0,3.5,3.0,3.0,243.0,1500.0,2551.0,0.58,55.55,111.0,15.6,280.0,125.0
13:10:00,36,9.0,2.8,2.5,2.5,197.1,1050.0,1379.7,0.76,29.16,58.33,10.8,410.0,120.0
13:09:00,62,7.0,3.2,2.8,2.7,434.0,2250.0,3888.64,0.57,36.29,72.5,3.68,390.0,106.0
13:10:00,59,7.0,3.0,2.8,3.0,413.0,2275.0,3469.2,0.65,38.55,77.1,6.22,340.0,106.0
17:07:00,56,7.0,3.0,2.8,2.6,392.0,2183.34,3292.8,0.66,38.98,77.96,1.27,380.0,116.0
17:30:00,8,3.0,2.0,2.0,2.5,24.0,41.66,96.0,0.43,5.2,10.4,2.41,450.0,117.8
17:08:00,59,4.5,2.5,2.0,2.5,265.5,900.0,1327.5,0.67,15.25,30.5,5.97,360.0,134.0
13:32:00,42,9.0,3.5,3.0,3.0,556.0,3575.0,5838.0,0.61,85.11,170.22,1.02,430.0,120.0
13:19:00,49,9.0,3.0,3.0,3.0,441.0,2650.0,3969.0,0.66,54.08,108.16,9.91,290.0,123.0
13:31:00,45,14.0,3.3,3.1,3.0,630.0,4100.0,6444.9,0.63,91.11,182.22,2.54,410.0,116.0
13:05:00,123,10.5,3.5,3.0,3.0,1291.5,7050.0,13560.75,0.51,57.31,114.62,4.32,420.0,106.0
13:32:00,41,25.0,4.0,3.0,3.0,1025.0,7500.0,12300.0,0.6,182.92,182.92,7.37,370.0,129.0
13:06:00,92,9.0,3.2,2.8,3.0,844.0,3825.0,7562.24,0.54,44.82,89.64,4.45,380.0,112.0
13:08:00,36,9.0,3.5,3.0,3.0,459.0,2550.0,4819.5,0.52,70.83,70.83,6.1,360.0,128.0
13:09:00,25,16.0,3.3,3.1,3.0,400.0,2525.0,4092.0,0.61,101.0,101.0,4.7,410.0,106.0
13:23:00,48,9.0,3.8,3.2,3.0,1216.0,9000.0,14786.56,0.6,187.5,187.5,7.49,440.0,118.0
13:40:00,50,9.0,3.6,3.2,3.0,1011.6,5750.0,11653.63,0.49,115.0,230.0,3.3,420.0,129.0
13:37:00,88,6.5,3.0,2.8,3.0,572.0,2925.0,4804.8,0.6,33.23,66.46,10.7,340.0,125.0
13:38:00,30,9.0,3.0,2.8,3.0,207.0,900.0,1738.8,0.54,30.0,60.0,4.06,330.0,120.0
13:04:00,42,10.0,3.0,2.8,3.0,420.0,2325.0,3528.0,0.65,55.35,110.71,2.41,530.0,106.0
13:30:00,24,9.5,3.5,3.0,2.5,228.0,1250.0,2394.0,0.52,52.0,104.0,1.65,380.0,106.0
13:29:00,69,9.5,3.0,2.8,3.0,655.5,3250.0,5506.2,0.59,47.1,94.2,5.84,380.0,120.0
13:30:00,81,8.5,3.0,2.8,3.0,688.5,3750.0,5783.4,0.64,46.29,92.58,1.65,360.0,106.0
13:55:00,262,9.0,1.0,0.6,2.5,2882.0,15720.0,60500.0,0.25,60.0,540.0,2.41,370.0,117.8
13:30:00,24,11.0,3.0,3.0,3.0,264.0,1513.9,2376.0,0.63,63.07,63.07,5.84,205.0,122.0
13:37:00,42,9.0,3.3,3.1,2.8,651.0,3325.0,6659.73,0.49,79.16,158.33,1.27,380.0,106.0
13:19:00,107,9.0,3.0,2.8,3.0,779.5,4425.0,6547.8,0.67,41.35,82.7,15.7,310.0,110.0
13:21:00,31,6.0,3.3,2.8,2.8,186.0,775.0,1718.64,0.45,25.0,50.0,1.78,340.0,126.0
13:10:00,34,11.12,3.5,3.0,3.0,381.0,2050.0,4000.0,0.51,60.29,120.5,2.41,370.0,117.8
13:12:00,28,9.0,3.2,2.5,2.8,197.5,991.68,1580.0,0.62,35.41,70.82,2.41,370.0,117.8
13:15:00,50,7.0,3.2,3.0,3.0,350.0,1925.0,3360.0,0.57,38.5,77.0,2.41,370.0,117.8
13:20:00,29,4.6,2.8,2.5,3.0,162.0,500.0,1134.0,0.44,17.24,34.48,2.41,370.0,117.8
13:21:00,56,9.0,3.5,3.0,3.0,698.0,3900.0,7329.0,0.53,69.64,139.28,4.57,390.0,116.0
13:14:00,70,6.7,3.0,2.5,3.0,480.0,2500.0,3600.0,0.69,35.71,71.42,17.8,340.0,127.0
13:21:00,37,9.12,3.5,3.0,3.0,417.0,2600.0,4378.5,0.59,69.81,139.63,3.81,410.0,120.0
13:16:00,40,5.7,3.2,2.8,3.0,264.0,1375.0,2365.44,0.58,34.37,68.75,7.11,310.0,123.0
13:05:00,18,9.1,3.0,3.0,3.0,168.0,925.0,1512.0,0.61,51.38,102.76,2.41,660.0,117.8
13:42:00,61,20.5,3.5,3.3,3.0,1250.5,7775.0,14443.275,0.53,127.45,254.9,4.32,410.0,124.0
13:29:00,110,7.8,2.8,3.1,3.0,700.0,4400.0,6944.0,0.63,40.0,80.0,12.7,340.0,129.0
13:10:00,18,10.11,3.0,3.0,3.0,188.0,900.0,1692.0,0.53,50.0,100.0,2.41,660.0,117.8
13:32:00,45,25.0,3.8,3.2,3.0,1125.0,7450.0,13680.0,0.54,165.55,331.11,7.11,390.0,130.0
13:12:00,57,11.12,3.2,2.8,3.0,662.0,3300.0,5931.52,0.55,57.89,115.78,4.95,410.0,122.0
13:11:00,90,9.0,3.2,2.8,2.8,722.0,2650.0,6469.12,0.4,29.44,58.88,11.6,280.0,126.0
13:17:00,29,20.25,3.8,3.2,3.0,675.0,3550.0,8208.0,0.43,122.41,122.41,2.54,450.0,112.0
13:16:00,29,4.1,2.8,2.8,2.5,218.0,975.0,1764.0,0.55,33.62,67.24,1.52,440.0,118.0
13:10:00,27,10.0,3.5,3.0,3.0,270.0,1500.0,2835.0,0.52,55.55,111.1,6.48,260.0,124.0
13:20:00,16,9.0,3.0,2.8,3.0,128.0,500.0,1075.2,0.46,31.25,62.5,2.41,460.0,117.8
13:20:00,17,5.0,2.8,2.5,3.0,85.0,300.0,595.0,0.5,17.64,35.28,2.41,480.0,117.8
13:25:00,45,9.0,3.2,2.5,3.0,472.5,2735.42,3780.0,0.72,54.21,108.42,2.41,370.0,117.8
13:04:00,20,12.0,3.5,3.0,3.0,240.0,1250.0,2520.0,0.49,62.5,125.0,2.16,420.0,106.0
13:12:00,20,11.675,3.5,3.0,3.0,233.5,1250.0,2451.75,0.5,62.5,125.0,2.92,480.0,106.0
13:16:00,13,25.0,4.0,3.5,3.0,325.0,1813.18,4550.0,0.39,139.52,270.05,2.16,600.0,106.0
13:11:00,37,6.0,3.0,2.8,3.0,222.0,950.0,1864.8,0.5,25.67,51.34,1.91,370.0,120.0
13:11:00,46,14.26086957,3.8,3.4,3.0,656.0,3700.0,8475.52,0.43,80.93,160.86,1.78,350.0,116.0
13:10:00,41,20.0,3.6,3.2,3.0,820.0,5850.0,9446.4,0.61,142.68,285.36,2.41,390.0,124.0
13:09:00,60,7.266666667,3.0,3.0,3.0,436.0,2211.12,3924.0,0.56,36.83,73.7,2.54,410.0,118.0
13:10:00,33,6.0,3.2,2.8,2.0,198.0,925.0,1774.08,0.52,28.03,56.06,1.14,460.0,125.0
17:07:00,22,9.0,3.0,3.0,3.0,198.0,1250.0,2079.0,0.6,56.81,113.62,1.14,440.0,125.0
17:30:00,27,12.0,3.5,3.0,3.0,324.0,1850.0,3402.0,0.53,68.51,137.02,1.27,570.0,126.0
17:08:00,46,7.0,3.0,2.5,3.0,322.0,1500.0,2415.0,0.62,32.6,65.2,5.84,350.0,106.0
13:32:00,36,11.0,3.0,3.0,3.0,396.0,2050.0,3564.0,0.57,56.94,113.88,4.45,385.0,106.0
13:19:00,28,7.125,3.5,3.5,3.0,199.5,1050.0,1676.25,0.62,37.5,75.0,1.4,410.0,106.0
13:31:00,33,15.0,3.1,3.1,3.0,495.0,2500.0,4756.95,0.5,75.75,151.51,2.41,370.0,117.8
13:05:00,18,12.0,3.5,3.0,3.0,216.0,1150.0,2268.0,0.5,63.88,63.88,1.78,430.0,127.0
13:32:00,38,11.15789474,3.5,3.0,3.0,424.0,2675.0,4452.0,0.6,70.39,140.78,15.2,320.0,124.0
13:06:00,33,11.84848485,3.2,2.8,3.0,391.0,2575.0,3503.36,0.73,78.03,156.06,9.14,340.0,116.0
13:08:00,42,7.0,3.0,2.8,3.0,294.0,1625.0,2469.6,0.65,38.69,77.38,2.03,380.0,106.0
13:04:00,36,7.5,3.0,2.8,3.0,270.0,1425.0,2268.0,0.62,39.58,79.16,12.6,310.0,120.0
13:04:00,40,22.4,4.0,3.0,3.0,896.0,6250.0,10752.0,0.58,156.25,312.5,10.0,320.0,126.0
13:12:00,50,7.5,3.0,2.8,3.0,375.0,1900.0,3150.0,0.6,38.0,76.0,6.6,360.0,116.0
13:16:00,8,5.5,3.5,3.0,2.5,44.0,200.0,462.0,0.43,25.0,50.0,2.41,370.0,117.8
13:11:00,47,7.5,3.0,2.8,2.5,352.5,1950.0,2961.0,0.65,41.48,82.96,2.41,370.0,117.8
13:10:00,27,9.0,3.5,3.0,3.0,243.0,1500.0,2551.0,0.58,55.55,111.0,15.6,280.0,125.0
13:09:00,36,5.475,2.8,2.5,2.5,197.1,1050.0,1379.7,0.76,29.16,58.33,10.8,410.0,120.0
13:10:00,62,7.0,3.2,2.8,2.7,434.0,2250.0,3888.64,0.57,36.29,72.5,3.68,390.0,106.0
17:07:00,59,7.0,3.0,2.8,3.0,413.0,2275.0,3469.2,0.65,38.55,77.1,6.22,340.0,106.0
17:30:00,56,7.0,3.0,2.8,2.6,392.0,2183.34,3292.8,0.66,38.98,77.96,1.27,380.0,116.0
17:08:00,8,3.0,2.0,2.0,2.5,24.0,41.66,96.0,0.43,5.2,10.4,2.41,450.0,117.8
13:32:00,59,4.5,2.5,2.0,2.5,265.5,900.0,1327.5,0.67,15.25,30.5,5.97,360.0,134.0
13:19:00,42,13.23809524,3.5,3.0,3.0,556.0,3575.0,5838.0,0.61,85.11,170.22,1.02,430.0,120.0
13:31:00,49,9.0,3.0,3.0,3.0,441.0,2650.0,3969.0,0.66,54.08,108.16,9.91,290.0,123.0
13:05:00,45,14.0,3.3,3.1,3.0,630.0,4100.0,6444.9,0.63,91.11,182.22,2.54,410.0,116.0
13:32:00,123,10.5,3.5,3.0,3.0,1291.5,7050.0,13560.75,0.51,57.31,114.62,4.32,420.0,106.0
13:06:00,41,25.0,4.0,3.0,3.0,1025.0,7500.0,12300.0,0.6,182.92,182.92,7.37,370.0,129.0
13:08:00,92,9.173913043,3.2,2.8,3.0,844.0,3825.0,7562.24,0.54,44.82,89.64,4.45,380.0,112.0
13:04:00,36,12.75,3.5,3.0,3.0,459.0,2550.0,4819.5,0.52,70.83,70.83,6.1,360.0,128.0
13:04:00,25,16.0,3.3,3.1,3.0,400.0,2525.0,4092.0,0.61,101.0,101.0,4.7,410.0,106.0
13:12:00,48,25.33333333,3.8,3.2,3.0,1216.0,9000.0,14786.56,0.6,187.5,187.5,7.49,440.0,118.0
13:16:00,50,20.232,3.6,3.2,3.0,1011.6,5750.0,11653.63,0.49,115.0,230.0,3.3,420.0,129.0
13:11:00,88,6.5,3.0,2.8,3.0,572.0,2925.0,4804.8,0.6,33.23,66.46,10.7,340.0,125.0
13:11:00,30,6.9,3.0,2.8,3.0,207.0,900.0,1738.8,0.54,30.0,60.0,4.06,330.0,120.0
13:10:00,42,10.0,3.0,2.8,3.0,420.0,2325.0,3528.0,0.65,55.35,110.71,2.41,530.0,106.0
13:09:00,24,9.5,3.5,3.0,2.5,228.0,1250.0,2394.0,0.52,52.0,104.0,1.65,380.0,106.0
13:10:00,69,9.5,3.0,2.8,3.0,655.5,3250.0,5506.2,0.59,47.1,94.2,5.84,380.0,120.0
17:07:00,81,8.5,3.0,2.8,3.0,688.5,3750.0,5783.4,0.64,46.29,92.58,1.65,360.0,106.0
17:30:00,262,11.0,1.0,0.6,2.5,2882.0,15720.0,60500.0,0.25,60.0,540.0,2.41,370.0,117.8
17:08:00,24,11.0,3.0,3.0,3.0,264.0,1513.9,2376.0,0.63,63.07,63.07,5.84,205.0,122.0
13:32:00,42,15.5,3.3,3.1,2.8,651.0,3325.0,6659.73,0.49,79.16,158.33,1.27,380.0,106.0
13:19:00,107,7.285046729,3.0,2.8,3.0,779.5,4425.0,6547.8,0.67,41.35,82.7,15.7,310.0,110.0
13:31:00,31,6.0,3.3,2.8,2.8,186.0,775.0,1718.64,0.45,25.0,50.0,1.78,340.0,126.0
13:05:00,34,11.20588235,3.5,3.0,3.0,381.0,2050.0,4000.0,0.51,60.29,120.5,2.41,370.0,117.8
13:32:00,28,7.053571429,3.2,2.5,2.8,197.5,991.68,1580.0,0.62,35.41,70.82,2.41,370.0,117.8
13:06:00,50,7.0,3.2,3.0,3.0,350.0,1925.0,3360.0,0.57,38.5,77.0,2.41,370.0,117.8
13:08:00,29,5.586206897,2.8,2.5,3.0,162.0,500.0,1134.0,0.44,17.24,34.48,2.41,370.0,117.8
13:04:00,56,12.46428571,3.5,3.0,3.0,698.0,3900.0,7329.0,0.53,69.64,139.28,4.57,390.0,116.0
13:04:00,70,6.857142857,3.0,2.5,3.0,480.0,2500.0,3600.0,0.69,35.71,71.42,17.8,340.0,127.0
13:12:00,37,11.27027027,3.5,3.0,3.0,417.0,2600.0,4378.5,0.59,69.81,139.63,3.81,410.0,120.0
13:16:00,40,6.6,3.2,2.8,3.0,264.0,1375.0,2365.44,0.58,34.37,68.75,7.11,310.0,123.0
13:11:00,18,9.333333333,3.0,3.0,3.0,168.0,925.0,1512.0,0.61,51.38,102.76,2.41,660.0,117.8
13:11:00,61,20.5,3.5,3.3,3.0,1250.5,7775.0,14443.275,0.53,127.45,254.9,4.32,410.0,124.0
13:10:00,110,6.363636364,2.8,3.1,3.0,700.0,4400.0,6944.0,0.63,40.0,80.0,12.7,340.0,129.0
13:09:00,18,10.44444444,3.0,3.0,3.0,188.0,900.0,1692.0,0.53,50.0,100.0,2.41,660.0,117.8
13:10:00,45,25.0,3.8,3.2,3.0,1125.0,7450.0,13680.0,0.54,165.55,331.11,7.11,390.0,130.0
17:07:00,57,11.61403509,3.2,2.8,3.0,662.0,3300.0,5931.52,0.55,57.89,115.78,4.95,410.0,122.0
17:30:00,90,8.022222222,3.2,2.8,2.8,722.0,2650.0,6469.12,0.4,29.44,58.88,11.6,280.0,126.0
17:08:00,29,23.27586207,3.8,3.2,3.0,675.0,3550.0,8208.0,0.43,122.41,122.41,2.54,450.0,112.0
13:32:00,29,7.517241379,3.0,3.0,2.5,218.0,975.0,1764.0,0.55,33.62,67.24,1.52,440.0,118.0
13:19:00,27,10.0,3.5,3.0,3.0,270.0,1500.0,2835.0,0.52,55.55,111.1,6.48,260.0,124.0
13:15:00,28,14.0,3.5,3.0,3.0,392.0,3300.701053,4116.0,0.45,66.96,133.92,2.41,370.0,117.8
13:35:00,40,9.0,3.0,3.0,2.5,263.5,3355.688391,2371.5,0.52,31.25,62.5,2.41,370.0,117.8
13:20:00,35,19.0,4.0,3.0,3.0,665.0,3410.675729,7890.0,0.53,122.85,245.7,2.41,370.0,117.8
13:18:00,75,8.0,3.0,3.0,3.0,600.0,3465.663068,5400.0,0.55,40.0,80.0,2.41,370.0,117.8
13:05:00,33,10.13,3.0,3.0,3.0,393.0,3520.650406,3537.0,0.6,64.39,128.78,2.41,370.0,117.8
13:07:00,39,5.0,3.0,3.0,3.0,195.0,3575.637744,1755.0,0.37,16.66,33.33,2.41,370.0,117.8
13:10:00,46,7.6,3.5,3.0,3.0,349.6,3630.625083,3915.52,0.52,45.1,90.2,2.41,370.0,117.8
13:07:00,52,9.6,3.0,3.0,3.0,387.0,3685.612421,3483.0,0.55,37.01,74.03,400.0,0.889,117.8
13:08:00,30,10.11,3.0,3.0,3.0,310.0,3740.599759,2790.0,0.56,52.5,105.0,430.0,3.3,117.8
13:03:00,45,9.0,3.0,2.5,3.0,405.0,3795.587098,3075.5,0.57,38.88,77.77,400.0,2.16,117.8
13:10:00,19,12.0,3.5,3.0,3.0,228.0,3850.574436,2394.0,0.69,88.15,176.3,450.0,1.14,117.8
13:22:00,30,11.0,3.0,3.0,3.0,330.0,3905.561774,2970.0,0.63,62.5,125.0,430.0,1.78,117.8
13:29:00,18,8.0,3.0,2.5,3.0,144.0,3960.549113,1080.0,0.69,41.66,83.22,410.0,1.65,117.8
13:28:00,41,9.0,3.0,3.0,3.0,360.5,4015.536451,3244.5,0.67,53.65,107.3,340.0,8.26,117.8
13:28:00,44,6.0,3.0,2.6,3.0,264.0,4070.523789,2059.2,0.6,28.4,56.8,360.0,8.26,117.8
13:40:00,61,9.0,3.1,2.8,3.0,625.0,4125.511128,5425.0,0.64,57.37,114.75,380.0,9.4,117.8
14:14:00,36,19.0,3.6,3.2,3.0,684.0,4180.498466,7879.68,0.68,150.0,300.0,380.0,7.11,117.8
14:13:00,22,24.0,4.0,3.3,3.0,528.0,4235.485805,6969.6,0.63,200.0,400.0,410.0,5.46,117.8
13:16:00,30,9.0,3.5,3.0,3.0,270.0,4290.473143,2835.0,0.59,56.66,113.33,530.0,2.03,117.8
13:11:00,54,14.0,3.5,3.0,3.0,756.0,4345.460481,7938.0,0.5,75.0,150.0,400.0,2.41,117.8
13:15:00,30,20.0,3.6,3.2,3.0,600.0,4400.44782,6912.0,0.67,156.66,313.32,400.0,4.06,117.8
13:33:00,90,20.23,4.2,3.2,3.0,1815.0,4455.435158,24393.0,0.52,142.77,285.55,300.0,7.87,117.8
13:29:00,51,13.14,3.2,3.0,3.0,702.0,4510.422496,6739.2,0.46,61.76,123.52,370.0,8.51,117.8
13:13:00,35,9.0,3.6,3.2,3.0,490.0,4565.409835,5644.8,0.51,75.0,150.0,460.0,1.52,117.8
13:13:00,61,12.13,3.6,3.2,3.0,774.0,4620.397173,8916.48,0.5,74.18,148.36,390.0,13.3,117.8
13:13:00,40,13.14,3.6,3.2,3.0,532.0,4675.384511,6128.64,0.57,87.5,175.0,380.0,7.75,117.8
13:17:00,38,9.0,3.6,3.2,3.0,805.0,4730.37185,9273.6,0.57,140.13,280.26,370.0,6.35,117.8
13:12:00,25,26.3,3.8,3.3,3.0,674.0,4785.359188,8451.96,0.59,205.0,410.0,450.0,7.11,117.8
13:10:00,54,8.9,3.0,2.5,3.0,472.0,4840.346526,3540.0,0.64,42.12,84.25,620.0,370.0,117.8
13:12:00,21,9.0,3.0,3.0,2.8,95.5,4895.333865,859.5,0.49,20.23,40.47,600.0,370.0,117.8
13:14:00,43,9.0,3.0,2.8,2.8,233.0,4950.321203,1957.2,0.35,16.27,32.55,580.0,370.0,117.8
13:46:00,34,9.0,3.0,3.0,3.0,306.0,5005.308541,2754.0,0.56,45.9,91.8,430.0,1.14,117.8
13:47:00,23,8.0,3.5,3.0,3.0,184.0,5060.29588,1932.0,0.45,38.04,76.08,400.0,1.02,117.8
13:16:00,20,15.0,3.6,3.2,3.0,300.0,5115.283218,3456.0,0.54,93.75,187.5,450.0,1.52,117.8
13:06:00,16,4.5,2.5,2.5,2.8,64.0,5170.270556,400.0,0.37,9.41,18.82,240.0,3.18,117.8
13:09:00,131,9.0,3.2,2.8,3.0,826.0,5225.257895,5465.0,0.53,22.13,44.27,590.0,1.14,117.8
13:36:00,33,9.0,3.8,3.2,3.0,714714.78,5280.245233,8691.72,0.63,166.66,166.66,510.0,7.49,117.8
13:10:00,27,7.5,3.5,3.0,3.0,202.5,5335.232571,2126.25,0.52,41.66,83.32,510.0,0.762,117.8
13:34:00,87,9.0,3.6,3.2,3.0,1312.5,5390.21991,15120.0,0.5,87.35,174.7,390.0,5.08,117.8
13:06:00,47,9.0,3.75,3.25,3.0,586.0,5445.207248,7141.8,0.48,73.4,146.8,440.0,1.27,117.8
13:06:00,20,15.0,3.75,3.25,3.0,300.0,5500.194586,3656.25,0.49,90.0,180.0,470.0,1.27,117.8
13:16:00,21,15.0,3.6,3.2,3.0,315.0,5555.181925,3402.0,0.63,102.34,204.76,470.0,0.508,117.8
13:10:00,31,5.0,2.8,2.5,2.8,155.0,5610.169263,1085.0,0.57,20.16,40.32,410.0,3.43,117.8
13:04:00,58,9.0,3.0,3.0,3.0,506.9,5665.156602,4562.1,0.47,37.5,75.0,470.0,5.21,117.8
13:17:00,33,19.21,3.6,3.2,3.0,685.0,5720.14394,7891.2,0.55,132.57,265.14,430.0,6.35,117.8
13:38:00,53,14.16,3.5,3.0,3.0,782.0,5775.131278,8211.0,0.6,94.34,188.68,480.0,3.81,117.8
13:39:00,43,14.15,3.6,3.2,3.0,628.0,5830.118617,7234.56,0.49,83.72,167.44,380.0,2.54,117.8
13:40:00,53,21.22,3.6,3.2,3.0,1149.04,5885.105955,13236.94,0.54,136.32,272.64,360.0,7.75,117.8
13:37:00,44,9.0,3.5,3.0,2.8,306.0,5940.093293,3213.0,0.52,38.63,77.27,510.0,3.56,117.8
13:40:00,19,10.0,4.0,4.0,3.0,190.0,5995.080632,2280.0,0.48,58.38,116.76,330.0,7.75,117.8
13:12:00,27,9.0,3.5,3.0,3.0,259.5,6050.06797,2724.75,0.46,47.22,94.44,530.0,1.78,117.8
13:16:00,43,9.0,3.0,2.5,3.0,228.5,6105.055308,1713.75,0.53,21.51,43.02,430.0,0.635,117.8
13:11:00,38,8.0,3.0,2.5,3.0,304.0,6160.042647,2280.0,0.61,36.84,73.68,370.0,4.7,117.8
13:10:00,14,9.1,3.5,3.0,3.0,132.0,6215.029985,1386.0,0.54,53.37,53.37,2.41,370.0,117.8
13:12:00,23,15.0,3.2,3.0,3.0,345.0,6270.017323,3312.0,0.68,98.91,197.82,2.41,370.0,117.8
13:15:00,30,9.0,3.5,3.0,3.0,276.0,6325.004662,2898.0,0.55,53.33,106.6,430.0,2.79,117.8
17:35:00,40,24.5,3.8,3.0,3.0,980.0,6379.992,11172.0,0.59,167.5,167.5,310.0,5.08,117.8
17:34:00,34,17.18,3.6,3.2,3.0,588.0,6434.979338,6773.76,0.63,125.73,251.46,360.0,5.72,117.8
13:21:00,34,9.0,3.6,3.2,3.0,575.0,6489.966677,6624.0,0.57,112.5,225.0,410.0,3.18,117.8
13:10:00,37,5.6,3.0,2.5,3.0,199.0,6544.954015,1492.5,0.5,20.27,40.54,450.0,0.635,117.8
13:16:00,23,12.0,3.2,3.0,3.0,276.0,6599.941353,2649.6,0.66,76.08,152.16,350.0,3.18,117.8
17:05:00,36,6.0,3.0,3.0,3.0,216.0,6654.928692,1944.0,0.52,28.47,56.94,420.0,1.4,117.8
13:17:00,36,12.15,3.6,3.2,3.0,513.0,6709.91603,5910.0,0.53,89.58,179.16,150.0,27.4,117.8
16:57:00,19,12.0,4.0,3.0,3.0,228.0,6764.903368,2736.0,0.45,65.78,131.56,330.0,3.18,117.8
17:04:00,34,5.7,3.2,2.5,3.0,220.0,6819.890707,1737.0,0.6,30.88,30.88,350.0,1.14,117.8
13:15:00,54,9.0,3.0,3.0,3.0,486.0,6874.878045,4374.0,0.53,43.05,86.1,200.0,2.79,117.8
17:00:00,21,25.0,4.0,3.5,3.0,525.0,6929.865383,7350.0,0.44,157.14,314.28,340.0,5.72,117.8
16:59:00,23,20.0,3.6,3.2,3.0,460.0,6984.852722,5299.2,0.59,136.95,273.9,380.0,1.27,117.8
17:24:00,20,20.0,3.6,3.2,3.0,400.0,7039.84006,4608.0,0.54,125.0,250.0,300.0,3.94,117.8
16:49:00,53,15.0,3.6,3.2,3.0,795.0,7094.827398,9158.4,0.54,93.39,186.78,400.0,3.18,117.8
17:21:00,45,9.1,3.5,3.0,3.0,426.0,7149.814737,4473.0,0.58,58.33,116.66,280.0,9.4,117.8
17:23:00,24,8.0,3.5,3.0,3.0,192.0,7204.802075,2016.0,0.62,52.08,104.16,230.0,13.7,117.8
17:23:00,9,5.0,2.8,2.5,3.0,45.0,7259.789414,315.0,0.39,13.88,13.88,235.0,13.7,117.8
